	Term_NDoc_Date	Sentence	Frame
124	18_103_2015-05-07	Die Menschen, die kein Bleiberecht haben, weil kein Asylgrund vorliegt und deren Antrag daher abgelehnt wurde, müssen konsequent in ihre Herkunftsländer zurückkehren, und dafür sind die Länder verantwortlich.	
125	18_103_2015-05-07	Die Verstärkung der Grenzschutzmaßnahmen, die Bekämpfung der Schleuserkriminalität, die Zerstörung von Schleuserschiffen, die Eindämmung von sogenannten Migrantenströmen, die freiwillige Erklärung von EU-Mitgliedstaaten, Italien und Malta ein paar Flüchtlinge abzunehmen.	
126	18_103_2015-05-07	Das Europäische Parlament, Ban Ki-moon, António Guterres, Papst Franziskus, die EKD, der Bundespräsident, Pro Asyl, Amnesty und nicht zuletzt eine klare Mehrheit der Menschen in Deutschland wissen, dass es doch zuallererst um das Leben und die Rettung von Menschen gehen muss, dass es aber auch um die Verteidigung unserer Werte geht.	
127	18_103_2015-05-07	Eine dritte wichtige Herausforderung ist die weltweite Bekämpfung der Fluchtursachen.	
128	18_103_2015-05-07	Stichworte hierfür sind die menschenwürdige Aufnahme, die schnelle Integration – Frau Jelpke, Sie haben das eben noch einmal ausführlich erwähnt – und die Hilfen beim Spracherwerb.	
129	18_103_2015-05-07	Sie sprechen von 173 000 Asylsuchenden im Jahre 2014.	
130	18_103_2015-05-07	Seit 2014 ist der Arbeitsmarktzugang für Flüchtlinge und Asylbewerber deutlich erleichtert, und die Residenzpflicht ist gelockert.	
131	18_103_2015-05-07	Es muss aber auch klar sein, dass unser Asylverfahren nicht für diejenigen gedacht ist, die keinen Schutz brauchen und eigentlich nur hierherkommen, um ihre Lebensperspektive zu verändern.	
132	18_103_2015-05-07	Es ist aber so einfach gesagt, dass Fluchtursachen bekämpft werden müssen.	
133	18_103_2015-05-07	Habe ich überhaupt eine Chance auf Asyl, wenn ich mein Leben aufs Spiel setze, wenn ich meine Familie, wenn ich meine Kinder verlasse?	
134	18_103_2015-05-07	Aber wir sollten zusammen mit dem UNHCR solche Asylanlaufstellen auf den Weg bringen.	
135	18_103_2015-05-07	Ein großes Problem sind die Asylsuchenden vom Balkan.	
136	18_103_2015-05-07	Wenn wir sehen, dass allein in den ersten drei Monaten von insgesamt 88 000 Asylanträgen 44 000 von Menschen aus den Westbalkanländern gestellt wurden – die Anerkennungsquote bei diesen Menschen liegt bei gerade einmal 0,1 Prozent –, dann wissen wir, dass es richtig war, Serbien, Mazedonien und Bosnien-Herzegowina zu sicheren Herkunftsstaaten zu erklären.	
137	18_103_2015-05-07	Innerhalb von acht Wochen wurden allein 28 000 Asylanträge von Menschen aus dem Kosovo gestellt.	
138	18_103_2015-05-07	Wir müssen diesen Menschen sagen, dass es dann falsch ist, hier einen Asylantrag zu stellen.	
139	18_103_2015-05-07	Du wirst keine Chance haben, in Deutschland Asyl zu bekommen.	
140	18_103_2015-05-07	Ich wünsche dem Asylgipfel morgen viel Erfolg.	
141	18_103_2015-05-07	Des wegen brauchen wir auch Richtlinien für Kinder im Asylverfahren, damit sie nicht wie Erwachsene behandelt werden.	
142	18_103_2015-05-07	Dazu gehört etwa das Abschneiden des alten Zopfes der Widerrufsverfahren bei bereits gewährtem Asyl.	
143	18_103_2015-05-07	In der Koalitionsvereinbarung steht, dass wir gemeinsam mit den Ländern dafür sorgen wollen, dass auch den Asylbewerbern frühestmöglich Sprachangebote unterbreitet werden.	
144	18_103_2015-05-07	Ich persönlich und der Großteil der SPD-Fraktion – um das klar zu sagen: nicht nur das Präsidium der SPD – stehen auf dem Standpunkt, dass die Übernahme der Kosten für die Unterbringung und Versorgung von Flüchtlingen und Asylbewerbern eine staatliche Aufgabe ist.	
145	18_103_2015-05-07	Damals hatten wir in der Bevölkerung eine geringe Akzeptanz für die Aufnahme von Flüchtlingen und Zuwanderern generell.	
146	18_103_2015-05-07	Ich würde es sogar als gelebte europäische Integration bezeichnen – und das über die Grenzen der Europäischen Union hinaus.	
147	18_103_2015-05-07	Als deutsche Einwanderungsgesellschaft wollen wir eine lebendige und verantwortungsvolle Erinnerungskultur.	
148	18_103_2015-05-07	Ohne eine langfristige Verbesserung der Lebens- und Einkommensverhältnisse vor Ort wird Somalia auch weiterhin Rekrutierungsgebiet und Basis für Terrorismus und Piraterie bleiben.	
149	18_103_2015-05-07	Die Frage beim Jemen war, ob man das vollständige Abgleiten dieses Landes in den islamistischen Terrorismus zulässt oder nicht.	
